Site,Site Code,Site Num,State,Date,Time,Mussel #,Shell Length,Height,Girth,Shell wt,SA,Shell thk,notes,A vs. P,Max thk 1/3,Min thk 1/3,Ave thk 1/3
Fogarty Creek,FC,8,OR,2019,2019,692,62.49,30.67,9.22,5.5809,1574.28062,3.54504776,,A,1.38,1.139,1.2595
Fogarty Creek,FC,8,OR,2019,2019,693,79.7,33.55,12.6,10.039,2248.33849,4.465075,,A,2.459,0.993,1.726
Fogarty Creek,FC,8,OR,2019,2019,694,99.18,38.32,14.62,13.716,3197.82985,4.28915879,,A,1.831,1.031,1.431
Fogarty Creek,FC,8,OR,2019,2019,695,58.91,29.42,11.76,5.3334,1460.55323,3.65162999,,A,1.563,1.186,1.3745
Fogarty Creek,FC,8,OR,2019,2019,696,80.82,35.81,13.65,10.9465,2443.04754,4.48067416,,A,2.366,1.092,1.729
Fogarty Creek,FC,8,OR,2019,2019,697,94.16,43.38,16.18,21.5245,3431.60595,6.27242763,,A,2.647,1.381,2.014
Fogarty Creek,FC,8,OR,2019,2019,698,62.19,30.12,8.6,4.2626,1541.99112,2.76434795,,A,1.253,0.905,1.079
Fogarty Creek,FC,8,OR,2019,2019,699,84.84,38.41,13.59,11.1178,2705.56138,4.10923961,,A,1.797,1.15,1.4735
Fogarty Creek,FC,8,OR,2019,2019,700,102.19,39.48,17.17,18.3112,3464.80439,5.28491595,,A,2.271,1.095,1.683
Fogarty Creek,FC,8,OR,2019,2019,701,131.67,49,21.2,48.9539,5608.74942,8.72813106,,A,3.718,1.798,2.758
Fogarty Creek,FC,8,OR,2019,2019,702,60.26,30.4,9.27,5.8352,1516.95956,3.84664176,,A,1.852,0.937,1.3945
Fogarty Creek,FC,8,OR,2019,2019,703,72.08,31.82,12.48,9.1752,1947.81676,4.71050469,,A,2.066,1.149,1.6075
Fogarty Creek,FC,8,OR,2019,2019,704,89.18,40.02,13.59,14.2435,2956.59775,4.81753056,,A,2.019,1.223,1.621
Fogarty Creek,FC,8,OR,2019,2019,705,131.36,42.79,20.75,39.0689,4896.48294,7.97897194,,A,3.835,1.536,2.6855
Fogarty Creek,FC,8,OR,2019,2019,706,102.23,46.16,20.37,30.1248,4012.9589,7.50687977,,A,2.878,1.475,2.1765
Fogarty Creek,FC,8,OR,2019,2019,707,65.15,31.55,12.19,6.8146,1736.98629,3.92323188,,A,2.027,1.138,1.5825
Fogarty Creek,FC,8,OR,2019,2019,708,107.14,44.12,14.86,20.9675,3909.71915,5.36291719,,A,2.488,1.306,1.897
Fogarty Creek,FC,8,OR,2019,2019,709,95.43,42.26,14.61,16.5166,3343.96944,4.93921978,,A,2.478,0.958,1.718
Fogarty Creek,FC,8,OR,2019,2019,710,77.52,35.2,11.55,9.8925,2258.71166,4.37970909,,A,1.77,1.001,1.3855
Fogarty Creek,FC,8,OR,2019,2019,711,73.26,31.94,12.73,8.4624,1984.58451,4.26406633,,A,2.239,1.308,1.7735
Fogarty Creek,FC,8,OR,2019,2019,712,57.39,27.76,9.07,5.1581,1317.00587,3.91653531,,A,2.309,0.986,1.6475
